@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary string
@attribute measureAttributesUsed numeric
@attribute measureNumIterations numeric
@attribute measureOutOfBagError numeric

@data

data_eda,10,4,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20221028.1329,371,41,16,25,0,39.02439,60.97561,0,0.075744,0.321909,0.418899,94.228346,101.527964,71.869455,74.750244,-2.880789,1.752914,1.823177,-0.070263,8.226292,0.200641,11.446158,0.642857,9,0.185185,5,0.814815,22,0.357143,5,0.642857,0.642857,0.642857,0.457672,0.783069,0.654715,0.390244,0.314179,0.685821,0.609756,?,0.390244,?,?,0.580713,0.4184,?,0.390244,0.034,0,0.03125,0,31.25,0,11300,69797,10067,97.560976,83.536585,?,50,4,?
data_eda,10,5,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20221028.1329,371,41,22,19,0,53.658537,46.341463,0,0.287934,0.298693,0.391585,87.432868,94.908097,71.869455,62.633556,9.235899,1.752914,1.527648,0.225266,13.617718,0.332139,18.947852,0.642857,9,0.296296,8,0.703704,19,0.357143,5,0.529412,0.642857,0.580645,0.333576,0.796296,0.710551,0.536585,0.249773,0.750227,0.463415,0.54175,0.536585,0.509922,0.303513,0.705909,0.518753,0.381272,0.536585,0.029,0.001,0.015625,0,15.625,0,11300,69797,10067,100,82.926829,?,81.818182,7,?
data_eda,10,6,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20221028.1329,371,41,20,21,0,48.780488,51.219512,0,0.214416,0.30779,0.405476,90.018553,98.180191,71.977118,68.990583,2.986534,1.755539,1.682697,0.072842,11.550892,0.281729,16.048005,0.8,12,0.384615,10,0.615385,16,0.2,3,0.545455,0.8,0.648649,0.401231,0.738462,0.652934,0.487805,0.273863,0.726137,0.512195,?,0.487805,?,?,0.630941,0.467254,?,0.487805,0.028,0,0.015625,0,15.625,0,11300,69797,10067,95.121951,80.487805,?,72.727273,8,?
data_eda,10,7,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20221028.1329,371,41,15,26,0,36.585366,63.414634,0,0.011132,0.29767,0.393667,87.058619,95.320865,71.977118,63.335459,8.641658,1.755539,1.544767,0.210772,14.483668,0.35326,20.122601,0.6,9,0.307692,8,0.692308,18,0.4,6,0.529412,0.6,0.5625,0.285787,0.815385,0.746479,0.365854,0.351431,0.648569,0.634146,?,0.365854,?,?,0.693031,0.550359,?,0.365854,0.029,0,0.03125,0,31.25,0,11300,69797,10067,97.560976,77.439024,?,90.909091,14,?
data_eda,10,8,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20221028.1329,371,41,23,18,0,56.097561,43.902439,0,0.326642,0.281348,0.37093,82.284944,89.815239,71.977118,57.956837,14.020281,1.755539,1.413581,0.341958,19.387956,0.472877,26.936277,0.6,9,0.192308,5,0.807692,21,0.4,6,0.642857,0.6,0.62069,0.414113,0.820513,0.781634,0.560976,0.224437,0.775563,0.439024,?,0.560976,?,?,0.782931,0.646589,?,0.560976,0.045,0,0.03125,0,31.25,0,11300,69797,10067,100,79.268293,?,77.272727,8,?
data_eda,10,9,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20221028.1329,371,41,22,19,0,53.658537,46.341463,0,0.300718,0.29312,0.396019,85.728082,95.890333,71.977118,67.782422,4.194696,1.755539,1.65323,0.10231,17.952963,0.437877,24.942597,0.6,9,0.230769,6,0.769231,20,0.4,6,0.6,0.6,0.6,0.369231,0.735897,0.572301,0.536585,0.238508,0.761492,0.463415,?,0.536585,?,?,0.702646,0.564163,?,0.536585,0.031,0,0.03125,0,31.25,0,11300,69797,10067,92.682927,78.658537,?,63.636364,6,?
data_eda,10,10,weka.classifiers.functions.SimpleLogistic,'-I 0 -M 500 -H 50 -W 0.0',7397710626304705059,20221028.1329,371,41,21,20,0,51.219512,48.780488,0,0.251142,0.308818,0.408897,89.959701,98.566444,72.625175,70.6874,1.937775,1.771346,1.724083,0.047263,12.340876,0.300997,16.992559,0.642857,9,0.185185,5,0.814815,22,0.357143,5,0.642857,0.642857,0.642857,0.457672,0.722222,0.613474,0.512195,0.2681,0.7319,0.487805,?,0.512195,?,?,0.641496,0.494057,?,0.512195,0.029,0,0.03125,0,31.25,0,11300,69797,10067,97.560976,78.04878,?,95.454545,15,?
data_eda,1,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,370,42,24,18,0,57.142857,42.857143,0,0.342037,0.276148,0.371441,80.529786,89.645609,74.146529,60.323167,13.823362,1.765394,1.436266,0.329128,18.850338,0.448818,25.423088,0.733333,11,0.148148,4,0.851852,23,0.266667,4,0.733333,0.733333,0.733333,0.585185,0.864198,0.831329,0.571429,0.226521,0.773479,0.428571,?,0.571429,?,?,0.753268,0.616814,?,0.571429,0.347,0,0.34375,0,343.75,0,70111,69616,10248,100,79.761905,?,?,?,-1
data_eda,1,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,370,42,25,17,0,59.52381,40.47619,0,0.386598,0.274981,0.377109,79.767206,90.476822,76.26614,71.088618,5.177523,1.81586,1.692586,0.123274,18.916657,0.450397,24.80348,0.866667,13,0.222222,6,0.777778,21,0.133333,2,0.684211,0.866667,0.764706,0.620401,0.851852,0.755022,0.595238,0.204666,0.795334,0.404762,?,0.595238,?,?,0.76439,0.617072,?,0.595238,0.35,0,0.328125,0,328.125,0,70111,69616,10248,88.095238,75,?,?,?,-1
data_eda,1,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,21,20,0,51.219512,48.780488,0,0.247706,0.283134,0.368881,82.807458,89.319119,71.977118,56.176757,15.800361,1.755539,1.370165,0.385375,18.39622,0.448688,25.558428,0.666667,10,0.115385,3,0.884615,23,0.333333,5,0.769231,0.666667,0.714286,0.570631,0.912821,0.870723,0.512195,0.259791,0.740209,0.487805,?,0.512195,?,?,0.769915,0.623736,?,0.512195,0.341,0,0.34375,0,343.75,0,70111,69797,10067,100,84.756098,?,?,?,-1
data_eda,1,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,23,18,0,56.097561,43.902439,0,0.322936,0.287808,0.380734,84.174502,92.189245,71.977118,62.901716,9.075402,1.755539,1.534188,0.221351,17.934679,0.437431,24.917195,0.666667,10,0.076923,2,0.923077,24,0.333333,5,0.833333,0.666667,0.740741,0.624318,0.815385,0.70935,0.560976,0.224437,0.775563,0.439024,?,0.560976,?,?,0.717362,0.548385,?,0.560976,0.324,0.001,0.3125,0,312.5,0,70111,69797,10067,95.121951,80.487805,?,?,?,-1
data_eda,1,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,17,24,0,41.463415,58.536585,0,0.109502,0.312151,0.403588,91.372024,97.817152,71.869455,68.720621,3.148833,1.752914,1.676113,0.076801,10.919132,0.26632,15.193007,0.5,7,0.185185,5,0.814815,22,0.5,7,0.583333,0.5,0.538462,0.328104,0.753968,0.663761,0.414634,0.307319,0.692681,0.585366,?,0.414634,?,?,0.629942,0.495326,?,0.414634,0.329,0,0.328125,0,328.125,0,70111,69797,10067,97.560976,78.04878,?,?,?,-1
data_eda,1,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,16,25,0,39.02439,60.97561,0,0.059633,0.32066,0.418944,93.862792,101.538864,71.869455,74.872514,-3.003059,1.752914,1.826159,-0.073245,7.171046,0.174904,9.977877,0.357143,5,0.111111,3,0.888889,24,0.642857,9,0.625,0.357143,0.454545,0.294398,0.73545,0.657259,0.390244,0.331996,0.668004,0.609756,0.401852,0.390244,0.368078,0.072844,0.550824,0.428531,0.26563,0.390244,0.36,0,0.34375,0,343.75,0,70111,69797,10067,97.560976,80.487805,?,?,?,-1
data_eda,1,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,21,20,0,51.219512,48.780488,0,0.27305,0.281644,0.387217,82.442301,93.849373,71.869455,62.844614,9.024841,1.752914,1.532795,0.220118,18.863953,0.460096,26.247524,0.785714,11,0.333333,9,0.666667,18,0.214286,3,0.55,0.785714,0.647059,0.429166,0.804233,0.753539,0.512195,0.236169,0.763831,0.487805,0.492013,0.512195,0.491658,0.275899,0.724506,0.579782,0.376204,0.512195,0.353,0,0.359375,0,359.375,0,70111,69797,10067,100,80.487805,?,?,?,-1
data_eda,1,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,21,20,0,51.219512,48.780488,0,0.269813,0.296601,0.396811,86.820437,96.174647,71.869455,67.177138,4.692317,1.752914,1.638467,0.114447,15.107467,0.368475,21.020707,0.571429,8,0.222222,6,0.777778,21,0.428571,6,0.571429,0.571429,0.571429,0.349206,0.814815,0.65881,0.512195,0.239449,0.760551,0.487805,0.51027,0.512195,0.505923,0.279492,0.702828,0.543315,0.385714,0.512195,0.418,0,0.390625,0,390.625,0,70111,69797,10067,97.560976,78.04878,?,?,?,-1
data_eda,1,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,17,24,0,41.463415,58.536585,0,0.109502,0.284242,0.387436,83.202593,93.902317,71.869455,60.193014,11.676441,1.752914,1.468122,0.284791,18.574506,0.453037,25.844785,0.642857,9,0.37037,10,0.62963,17,0.357143,5,0.473684,0.642857,0.545455,0.259121,0.791005,0.758567,0.414634,0.310005,0.689995,0.585366,?,0.414634,?,?,0.694762,0.549515,?,0.414634,0.343,0.001,0.328125,0.015625,328.125,15.625,70111,69797,10067,100,79.878049,?,?,?,-1
data_eda,1,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,18,23,0,43.902439,56.097561,0,0.142727,0.307025,0.401687,89.437328,96.828439,72.625175,65.916548,6.708627,1.771346,1.607721,0.163625,13.887066,0.338709,19.121559,0.571429,8,0.222222,6,0.777778,21,0.428571,6,0.571429,0.571429,0.571429,0.349206,0.746032,0.605904,0.439024,0.296482,0.703518,0.560976,?,0.439024,?,?,0.66624,0.54559,?,0.439024,0.358,0,0.34375,0,343.75,0,70111,69797,10067,100,80.487805,?,?,?,-1
data_eda,2,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,370,42,23,19,0,54.761905,45.238095,0,0.291297,0.294062,0.39782,86.161694,96.527184,73.390809,68.261147,5.129662,1.7474,1.625265,0.122135,14.054834,0.334639,19.150673,0.866667,13,0.259259,7,0.740741,20,0.133333,2,0.65,0.866667,0.742857,0.582749,0.819753,0.72522,0.547619,0.2521,0.7479,0.452381,?,0.547619,?,?,0.679994,0.496534,?,0.547619,0.346,0.001,0.328125,0,328.125,0,70111,69616,10248,95.238095,76.785714,?,?,?,-1
data_eda,2,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,370,42,26,16,0,61.904762,38.095238,0,0.425641,0.277705,0.366954,80.557533,88.040325,76.26614,59.662692,16.603448,1.81586,1.42054,0.39532,21.485413,0.511557,28.171627,0.666667,10,0.111111,3,0.888889,24,0.333333,5,0.769231,0.666667,0.714286,0.575817,0.879012,0.801213,0.619048,0.204906,0.795094,0.380952,0.68544,0.619048,0.609498,0.45959,0.806952,0.675834,0.572802,0.619048,0.331,0,0.328125,0,328.125,0,70111,69616,10248,95.238095,78.571429,?,?,?,-1
data_eda,2,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,18,23,0,43.902439,56.097561,0,0.130074,0.30876,0.401969,90.302269,97.33098,71.977118,68.272494,3.704624,1.755539,1.665183,0.090357,12.764019,0.311318,17.733439,0.466667,7,0.230769,6,0.769231,20,0.533333,8,0.538462,0.466667,0.5,0.244177,0.715385,0.63127,0.439024,0.309217,0.690783,0.560976,?,0.439024,?,?,0.658908,0.485863,?,0.439024,0.318,0,0.296875,0,296.875,0,70111,69797,10067,97.560976,85.97561,?,?,?,-1
data_eda,2,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,20,21,0,48.780488,51.219512,0,0.20572,0.293958,0.38686,85.973185,93.672621,71.977118,68.224411,3.752707,1.755539,1.66401,0.091529,13.822573,0.337136,19.204121,0.733333,11,0.307692,8,0.692308,18,0.266667,4,0.578947,0.733333,0.647059,0.411138,0.835897,0.784403,0.487805,0.281074,0.718926,0.512195,?,0.487805,?,?,0.693324,0.573467,?,0.487805,0.332,0.001,0.328125,0,328.125,0,70111,69797,10067,97.560976,76.829268,?,?,?,-1
data_eda,2,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,18,23,0,43.902439,56.097561,0,0.147378,0.290375,0.391851,84.587399,94.45761,72.625175,61.521479,11.103697,1.771346,1.500524,0.270822,16.975828,0.414045,23.374577,0.642857,9,0.296296,8,0.703704,19,0.357143,5,0.529412,0.642857,0.580645,0.333576,0.791005,0.69669,0.439024,0.29322,0.70678,0.560976,0.442099,0.439024,0.401521,0.156848,0.715499,0.542475,0.297939,0.439024,0.339,0.001,0.328125,0,328.125,0,70111,69797,10067,100,76.829268,?,?,?,-1
data_eda,2,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,16,25,0,39.02439,60.97561,0,0.077408,0.297241,0.40192,86.587281,96.884778,72.625175,69.036412,3.588764,1.771346,1.683815,0.087531,13.094641,0.319381,18.030443,0.642857,9,0.222222,6,0.777778,21,0.357143,5,0.6,0.642857,0.62069,0.414113,0.854497,0.780722,0.390244,0.306015,0.693985,0.609756,?,0.390244,?,?,0.677464,0.511859,?,0.390244,0.339,0,0.328125,0,328.125,0,70111,69797,10067,95.121951,77.439024,?,?,?,-1
data_eda,2,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,19,22,0,46.341463,53.658537,0,0.170193,0.311156,0.397802,91.081001,96.414819,71.869455,65.327493,6.541962,1.752914,1.593353,0.15956,12.103957,0.295218,16.841587,0.5,7,0.111111,3,0.888889,24,0.5,7,0.7,0.5,0.583333,0.429428,0.783069,0.70778,0.463415,0.299526,0.700474,0.536585,?,0.463415,?,?,0.654262,0.517442,?,0.463415,0.328,0.001,0.328125,0,328.125,0,70111,69797,10067,100,85.365854,?,?,?,-1
data_eda,2,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,23,18,0,56.097561,43.902439,0,0.324794,0.289778,0.385453,84.823184,93.421735,71.869455,63.828763,8.040692,1.752914,1.556799,0.196114,16.923656,0.412772,23.547773,0.642857,9,0.148148,4,0.851852,23,0.357143,5,0.692308,0.642857,0.666667,0.504133,0.825397,0.735607,0.560976,0.242874,0.757126,0.439024,?,0.560976,?,?,0.732829,0.554413,?,0.560976,0.335,0,0.328125,0,328.125,0,70111,69797,10067,95.121951,78.658537,?,?,?,-1
data_eda,2,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,25,16,0,60.97561,39.02439,0,0.399267,0.27265,0.372827,79.809404,90.361756,71.869455,58.902455,12.967,1.752914,1.436645,0.316268,19.91797,0.485804,27.714096,0.714286,10,0.222222,6,0.777778,21,0.285714,4,0.625,0.714286,0.666667,0.47834,0.899471,0.827365,0.609756,0.214478,0.785522,0.390244,?,0.609756,?,?,0.762114,0.637012,?,0.609756,0.346,0,0.34375,0,343.75,0,70111,69797,10067,97.560976,76.219512,?,?,?,-1
data_eda,2,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,22,19,0,53.658537,46.341463,0,0.283349,0.284872,0.375469,83.387056,91.001945,71.869455,60.233646,11.635809,1.752914,1.469113,0.2838,18.045616,0.440137,25.108882,0.5,7,0.111111,3,0.888889,24,0.5,7,0.7,0.5,0.583333,0.429428,0.761905,0.749359,0.536585,0.270196,0.729804,0.463415,0.577674,0.536585,0.522246,0.304693,0.72531,0.59368,0.53228,0.536585,0.326,0.001,0.3125,0,312.5,0,70111,69797,10067,100,81.707317,?,?,?,-1
data_eda,3,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,370,42,17,25,0,40.47619,59.52381,0,0.108659,0.312456,0.415303,91.193829,100.325839,74.038867,76.992035,-2.953168,1.76283,1.833144,-0.070314,12.161919,0.289569,16.426398,0.642857,9,0.357143,10,0.642857,18,0.357143,5,0.473684,0.642857,0.545455,0.270604,0.678571,0.616874,0.404762,0.295559,0.704441,0.595238,?,0.404762,?,?,0.630414,0.479711,?,0.404762,0.351,0.001,0.34375,0,343.75,0,70111,69616,10248,95.238095,76.190476,?,?,?,-1
data_eda,3,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,370,42,20,22,0,47.619048,52.380952,0,0.202761,0.300291,0.398196,87.181663,95.624846,76.158478,76.096949,0.061529,1.813297,1.811832,0.001465,13.458331,0.320436,17.671481,0.714286,10,0.214286,6,0.785714,22,0.285714,4,0.625,0.714286,0.666667,0.485363,0.854592,0.724804,0.47619,0.273227,0.726773,0.52381,?,0.47619,?,?,0.653828,0.521143,?,0.47619,0.336,0,0.34375,0,343.75,0,70111,69616,10248,92.857143,76.785714,?,?,?,-1
data_eda,3,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,27,14,0,65.853659,34.146341,0,0.47484,0.282144,0.368547,82.588514,89.324215,71.869455,56.673245,15.19621,1.752914,1.382274,0.370639,18.724369,0.456692,26.053306,0.785714,11,0.074074,2,0.925926,25,0.214286,3,0.846154,0.785714,0.814815,0.725196,0.857143,0.778925,0.658537,0.186361,0.813639,0.341463,?,0.658537,?,?,0.769173,0.643113,?,0.658537,0.345,0.001,0.328125,0,328.125,0,70111,69797,10067,100,81.097561,?,?,?,-1
data_eda,3,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,9,32,0,21.95122,78.04878,0,-0.165187,0.330738,0.431938,96.812819,104.688262,71.869455,74.192909,-2.323454,1.752914,1.809583,-0.05667,7.120549,0.173672,9.907615,0.428571,6,0.481481,13,0.518519,14,0.571429,8,0.315789,0.428571,0.363636,-0.050315,0.579365,0.424601,0.219512,0.394135,0.605865,0.780488,0.194939,0.219512,0.20364,-0.179884,0.556593,0.387082,0.155492,0.219512,0.36,0.001,0.359375,0,359.375,0,70111,69797,10067,97.560976,78.658537,?,?,?,-1
data_eda,3,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,21,20,0,51.219512,48.780488,0,0.248396,0.273982,0.369327,80.199429,89.51344,71.869455,58.137502,13.731953,1.752914,1.417988,0.334926,18.022486,0.439573,25.076698,0.714286,10,0.074074,2,0.925926,25,0.285714,4,0.833333,0.714286,0.769231,0.667237,0.917989,0.886014,0.512195,0.262519,0.737481,0.487805,?,0.512195,?,?,0.752707,0.577064,?,0.512195,0.346,0.001,0.34375,0,343.75,0,70111,69797,10067,100,75.609756,?,?,?,-1
data_eda,3,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,23,18,0,56.097561,43.902439,0,0.330916,0.252793,0.342244,73.933523,82.869345,71.977118,50.459635,21.517483,1.755539,1.230723,0.524817,25.93019,0.632444,36.025602,0.733333,11,0.307692,8,0.692308,18,0.266667,4,0.578947,0.733333,0.647059,0.411138,0.892308,0.867545,0.560976,0.23886,0.76114,0.439024,0.564034,0.560976,0.542584,0.337941,0.840994,0.756958,0.545979,0.560976,0.348,0,0.359375,0,359.375,0,70111,69797,10067,97.560976,79.268293,?,?,?,-1
data_eda,3,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,21,20,0,51.219512,48.780488,0,0.248396,0.290242,0.39764,84.886349,96.282681,71.977118,65.926855,6.050263,1.755539,1.607972,0.147567,16.589191,0.404614,23.047868,0.666667,10,0.153846,4,0.846154,22,0.333333,5,0.714286,0.666667,0.689655,0.520897,0.841026,0.658233,0.512195,0.261394,0.738606,0.487805,0.523519,0.512195,0.479841,0.268369,0.700731,0.520141,0.346073,0.512195,0.351,0,0.34375,0,343.75,0,70111,69797,10067,97.560976,77.439024,?,?,?,-1
data_eda,3,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,19,22,0,46.341463,53.658537,0,0.172477,0.304255,0.415348,88.984621,100.57054,71.977118,70.291343,1.685774,1.755539,1.714423,0.041116,14.317522,0.349208,19.891769,0.733333,11,0.346154,9,0.653846,17,0.266667,4,0.55,0.733333,0.628571,0.373095,0.748718,0.70689,0.463415,0.287934,0.712066,0.536585,?,0.463415,?,?,0.649683,0.507447,?,0.463415,0.331,0,0.328125,0,328.125,0,70111,69797,10067,100,78.04878,?,?,?,-1
data_eda,3,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,18,23,0,43.902439,56.097561,0,0.144283,0.288993,0.382317,84.520887,92.572504,71.977118,60.447413,11.529704,1.755539,1.474327,0.281212,16.30149,0.397597,22.648156,0.6,9,0.153846,4,0.846154,22,0.4,6,0.692308,0.6,0.642857,0.461813,0.882051,0.827127,0.439024,0.287582,0.712418,0.560976,?,0.439024,?,?,0.732841,0.601351,?,0.439024,0.326,0,0.3125,0,312.5,0,70111,69797,10067,100,79.268293,?,?,?,-1
data_eda,3,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,371,41,17,24,0,41.463415,58.536585,0,0.109502,0.309687,0.40271,90.21292,97.075104,72.625175,68.374246,4.250929,1.771346,1.667665,0.103681,12.036454,0.293572,16.57339,0.5,7,0.259259,7,0.740741,20,0.5,7,0.5,0.5,0.5,0.240741,0.746032,0.578164,0.414634,0.302926,0.697074,0.585366,?,0.414634,?,?,0.669478,0.4715,?,0.414634,0.33,0,0.34375,0,343.75,0,70111,69797,10067,97.560976,85.97561,?,?,?,-1
data_eda,4,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,370,42,19,23,0,45.238095,54.761905,0,0.173653,0.314445,0.415545,91.697861,100.289991,74.146529,74.583765,-0.437236,1.765394,1.775804,-0.01041,12.759575,0.303799,17.208594,0.533333,8,0.259259,7,0.740741,20,0.466667,7,0.533333,0.533333,0.533333,0.274074,0.698765,0.540414,0.452381,0.275298,0.724702,0.547619,?,0.452381,?,?,0.62705,0.458555,?,0.452381,0.365,0,0.359375,0,359.375,0,70111,69616,10248,97.619048,78.571429,?,?,?,-1
data_eda,4,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.functions.SimpleLogistic -- -I 0 -M 500 -H 50 -W 0.0',-115879962237199703,20221028.1329,370,42,19,23,0,45.238095,54.761905,0,0.186869,0.28727,0.385956,83.332167,92.599466,76.26614,65.506048,10.760092,1.81586,1.559668,0.256193,18.293963,0.435571,23.987005,0.733333,11,0.185185,5,0.814815,22,0.266667,4,0.6875,0.733333,0.709677,0.540852,0.82716,0.807914,0.452381,0.257095,0.742905,0.547619,?,0.452381,?,?,0.714878,0.58512,?,0.452381,0.373,0,0.375,0,375,0,70111,69616,10248,100,80.357143,?,?,?,-1
